Metal_Type,Concentration_mg_L,Frequency_Hz,Real_Impedance_ohm,Imag_Impedance_ohm,Magnitude_ohm,Phase_deg,Charge_Transfer_Resistance_ohm,Double_Layer_Capacitance_F,Temperature_C,pH,Conductivity_uS_cm,Target,regulatory_threshold_mg_L,exceedance_ratio,Contamination_Status_Regulatory,Safety_Status_Regulatory,Real_Impedance_abs,Imag_Impedance_abs,Impedance_real_imag_ratio,Impedance_magnitude_log1p,Frequency_log10,Charge_Transfer_Resistance_log1p,Capacitance_log10_abs,Conductance_proxy,Phase_rad,Phase_sin,Phase_cos,Temp_pH_interaction,Conductivity_pH_ratio,Rct_Cdl_product,Normalized_Rct_by_Z
Hg,0.3249414449829462,1000,3128.10941432855,-930.5412245888804,3263.583226864343,-16.566541421468813,3430.655807624348,4.944721246434781e-06,27.69104705427838,6.9210183198163575,455.74540134542485,3,0.006,54.1569074971577,Heavy contamination,Unsafe,3128.10941432855,930.5412245888804,3.3616021855530462,8.090887384822873,3.0,8.140798166424814,-5.305770365238526,0.00030641167406675747,-0.2891406934726524,-0.28512869441449684,0.9584892423086889,191.65024395755745,65.84947188691564,0.016963636661164988,1.0511929891610203
Pb,1.1165427047100571,100,887.7141194519722,-274.82934792862346,929.283341267486,-17.202115912107292,976.6714858084704,4.284494504470898e-06,27.134764766774552,6.8584215590834,504.5286866262298,1,0.01,111.65427047100572,Heavy contamination,Unsafe,887.7141194519722,274.82934792862346,3.2300557642020546,6.835489207774977,2.0,6.885173709525086,-5.367999057481304,0.0010760980592151633,-0.30023356097597975,-0.2957433279216788,0.9552674410811929,186.10165567710322,73.56338221648986,0.004184543613619818,1.0509942903692848
Hg,0.4279375862900241,10,2498.9440122498886,-740.6732891994059,2606.3994509079066,-16.50953438861554,2659.7073136213694,2.739920791552181e-06,29.6764616846398,7.794677931137537,468.9924169518465,3,0.006,71.32293104833735,Heavy contamination,Unsafe,2498.9440122498886,740.6732891994059,3.3738816407806804,7.866108624638761,1.0,7.886347273805098,-5.562103514730058,0.00038367104460955854,-0.2881457330525702,-0.28417489458164275,0.958772459601084,231.31846096751053,60.16828675091064,0.007287387368034587,1.0204526833727936
Pb,1.8500346850970169,1000,655.9262188283283,-202.0130314529204,686.3297089761062,-17.117855478178754,673.2638938294522,3.909169908958274e-06,28.362118234634806,6.576916700836257,420.9607979079178,1,0.01,185.0034685097017,Heavy contamination,Unsafe,655.9262188283283,202.0130314529204,3.246950031428772,6.532814102824242,3.0,6.513621568154512,-5.4078043707576455,0.0014570256640797068,-0.29876293897476763,-0.29433817130587486,0.9557013345770285,186.5352890884622,64.0057973959723,0.0026319029545461728,0.9809627720077467
Hg,0.2090396206862231,100,4774.709667444933,-1421.294071200563,4981.759653498147,-16.576758362769525,5134.137910470252,2.0782467730098383e-06,29.659134580038653,6.498039924213542,591.6596966142602,3,0.006,34.83993678103718,Heavy contamination,Unsafe,4774.709667444933,1421.294071200563,3.3594101067405355,8.513739163824573,2.0,8.54386197895825,-5.6820939638689145,0.00020073228528751045,-0.28931901273783284,-0.28529960697773593,0.9584383831307829,192.7262406187136,91.05202544516787,0.010670005544622276,1.0305872357499373
Cu,1.473741117948964,10,673.2283759113157,-240.06740185360744,714.7508681806054,-19.625793658726533,763.7456733585492,1.4006773049493196e-06,29.19282160945046,7.878394865651524,570.9347740500604,2,2.0,0.736870558974482,Safe,Safe,673.2283759113157,240.06740185360744,2.804330661765751,6.5733321569437555,1.0,6.639543325425665,-5.853351958416941,0.0013990888916918642,-0.3425347176618024,-0.335875635191179,0.9419063423105941,229.99257588177534,72.46841313663668,0.001069761231426556,1.068548087673669
Cu,2.5610510304877234,1000,440.2437669911458,-140.75059935692752,462.1961765245237,-17.729629235169245,509.1327426062899,2.409724102210963e-06,30.787948407704818,7.618491673506965,415.6984848933813,2,2.0,1.2805255152438617,Low contamination,Unsafe,440.2437669911458,140.75059935692752,3.1278287197314865,6.138150671743983,3.0,6.234670971471684,-5.617852490055395,0.0021635834539292806,-0.3094404053115474,-0.3045256678999365,0.9525041299596015,234.55772858846117,54.564407582723184,0.0012268694410831472,1.101551177756604
Cu,1.5496120710962722,1000,730.481430086996,-184.7013270699349,753.4704373254056,-14.189761074336705,808.022121897401,2.611891200493577e-06,29.64205263174314,7.641251186134389,543.9574524936569,2,2.0,0.7748060355481361,Safe,Safe,730.481430086996,184.7013270699349,3.954933305955367,6.626016095631669,3.0,6.695826261428019,-5.5828786737051335,0.0013271920840695135,-0.24765805081850334,-0.24513413920467708,0.9694891715725256,226.50236983176526,71.18696129365837,0.00211046586998797,1.0724005639352823
Hg,0.4201764433311553,100,2298.0511024690186,-704.7566798487117,2403.689008035451,-17.049509734872615,2569.145018552304,1.0661484982426832e-06,27.79613729655901,6.390387628551851,469.5159808715,3,0.006,70.02940722185922,Heavy contamination,Unsafe,2298.0511024690186,704.7566798487117,3.260772360411078,7.785175863590356,2.0,7.851717603749555,-5.971775142449948,0.0004160271968031712,-0.2975700807243526,-0.29319794594589144,0.9560517582710206,177.62809190145938,73.47222235788324,0.0027390901032972093,1.0688342002491464
Pb,1.1356073804731444,10,791.2672613029073,-249.4569443407359,829.6581500169937,-17.498112042188254,823.0154946133736,4.259168006543585e-06,30.2269521692658,6.286591982861869,598.9699614123585,1,0.01,113.56073804731443,Heavy contamination,Unsafe,791.2672613029073,249.4569443407359,3.171959246878832,6.722218338398143,1.0,6.71418933387512,-5.370573273461589,0.0012053157074131218,-0.30539966801905394,-0.3006743733375323,0.9537268588113068,190.02451517365554,95.2773717381305,0.003505361263546925,0.9919935031018787
Pb,1.5013248489372055,10,634.9766242467236,-199.4522140430166,665.564797015607,-17.438001223771245,671.4662332540394,2.4367736095567264e-06,26.74222947778142,6.05205909963427,460.4797039657955,1,0.01,150.13248489372054,Heavy contamination,Unsafe,634.9766242467236,199.4522140430166,3.1836027857108284,6.502137354721589,1.0,6.5109518994407285,-5.613006628777321,0.0015024833111404,-0.3043505363216087,-0.29967362297008565,0.9540417808964045,161.84555325551486,76.08645195112787,0.0016362111969019043,1.0088668094585014
Hg,0.0929908912256006,1000,10782.878313617566,-3259.159616803043,11264.660941816392,-16.817610661627473,11132.018446158258,3.321672663120588e-06,23.625068389589018,6.47408301783736,447.74768907252,3,0.006,15.498481870933434,Moderate contamination,Unsafe,10782.878313617566,3259.159616803043,3.308484266318733,9.329514523299341,3.0,9.317670606617504,-5.478512441629137,8.877320011361693e-05,-0.2935226783639014,-0.28932602886470127,0.9572306143356375,152.9506540562845,69.16001660308153,0.03697692135795801,0.9882249011892821
Cu,2.2477186493531462,1000,469.73921851456,-185.08738107893305,504.88837582710073,-21.505509684194266,493.15997909265593,1.2958527490838238e-06,20.021273302008733,7.5483809834286495,513.578109661081,2,2.0,1.1238593246765731,Low contamination,Unsafe,469.73921851456,185.08738107893305,2.5379321689775023,6.226316043819245,3.0,6.202859309078787,-5.887109333006763,0.0019806358155103772,-0.3753419513087159,-0.36659069596467864,0.9303823201416354,151.12819865691046,68.03818073313037,0.0006390627146453392,0.976770317367263
Cu,1.9035353574744585,1000,578.8268576795884,-178.2597852743488,605.6542596376942,-17.117124766631377,604.8609593459133,1.699987315002336e-06,28.399462207187646,6.4800768375283,567.0252326686408,2,2.0,0.9517676787372292,Safe,Safe,578.8268576795884,178.2597852743488,3.24709724509936,6.407959040046945,3.0,6.40665051972068,-5.769298925097031,0.0016511070203593624,-0.29875018565238354,-0.29432598291471573,0.955705088288896,184.03069724705702,87.5028563391879,0.0010282559582281963,0.9986901763173365
Pb,1.3799126947632112,10,664.6986516013075,-196.69240699875908,693.1898732753976,-16.484125635807327,733.7540331793457,4.558774901310241e-06,28.85982839912961,7.458206567189753,438.5037743639596,1,0.01,137.99126947632112,Heavy contamination,Unsafe,664.6986516013075,196.69240699875908,3.379381348473313,6.542745515703016,1.0,6.599535794469869,-5.341056596267978,0.00144260618706596,-0.2877022666572415,-0.28374968328571515,0.9588983873358304,215.2425616943578,58.79480145189821,0.003345019470193163,1.0585181080491257
Cu,1.3360284154897268,100,632.6798812327143,-190.8540657405873,660.8396980557038,-16.78644988979739,703.8802522696467,3.434750111531204e-06,34.580734471635715,6.503816530734843,541.8805539438663,2,2.0,0.6680142077448634,Safe,Safe,632.6798812327143,190.8540657405873,3.3149929438199686,6.49502337866235,2.0,6.558027933448614,-5.463978430734163,0.0015132262830768897,-0.2929788202980037,-0.2888053885111783,0.9573878250567569,224.9067525015766,83.31731857745437,0.002417652774987781,1.065130097873221
Cd,0.7631863704497639,100,1353.1966462749222,-408.8565651214344,1413.6141108281972,-16.811733973992034,1608.9365824272818,4.801136200681943e-06,25.422175011414133,6.790584995901344,412.2813166282243,0,0.003,254.39545681658797,Heavy contamination,Unsafe,1353.1966462749222,408.8565651214344,3.309709961168655,7.254612059688712,2.0,7.383950067405991,-5.318565526418568,0.000707406634059008,-0.29342011081555175,-0.2892278465456861,0.957260284761958,172.63144019568688,60.7136670576033,0.00772472367049311,1.138172412189287
Pb,1.794195616314843,10,515.9430139402555,-153.92208676506888,538.4135979225154,-16.611502830092608,536.1236757610167,4.995000137565268e-06,25.91199864242468,7.966324579822817,583.7869486220994,1,0.01,179.4195616314843,Heavy contamination,Unsafe,515.9430139402555,153.92208676506888,3.3519751764045846,6.290482619736258,1.0,6.286228376671625,-5.301377558339568,0.0018573082178025815,-0.2899254180894722,-0.2858807566506154,0.9582651997108481,206.4233916974832,73.28184317614158,0.0026779378341782755,0.9957469087494629
Cu,1.4334796001815513,10000,596.6788373206813,-158.5468217651891,617.3837782110919,-14.880525971188993,673.253700655898,2.4874404613323777e-06,23.02699372013285,6.489623462568272,416.2149832294597,2,2.0,0.7167398000907756,Safe,Safe,596.6788373206813,158.5468217651891,3.7634235153613536,6.427109265058342,4.0,6.51360645055635,-5.604072745767512,0.0016197380548221446,-0.2597141726257748,-0.2568043206845966,0.9664634193169046,149.4365187185864,64.1354595634131,0.0016746784957532375,1.0904946395021946
Pb,0.6435718332802426,100,1561.081288977104,-472.13331041171546,1630.9152809372845,-16.82741253249372,1816.2429195890093,2.1952122563330984e-06,21.05801442855983,6.752741254596535,582.8462752688325,1,0.01,64.35718332802426,Heavy contamination,Unsafe,1561.081288977104,472.13331041171546,3.306441749709387,7.39750962298623,2.0,7.505075752134295,-5.658325689131078,0.0006131526337926569,-0.2936937532833727,-0.28948978278036686,0.9571811039013338,142.19932277162505,86.31254378150227,0.003987038717560004,1.1136341297532657
Cd,0.1212747274417027,1000,8285.39984765681,-2497.1016058387886,8653.517612244985,-16.77205928879263,9213.764755392636,4.433424220636388e-06,31.592067392926108,6.602174360930428,498.16144989054055,0,0.003,40.42490914723423,Heavy contamination,Unsafe,8285.39984765681,2497.1016058387886,3.318006695554699,9.065836730903378,3.0,9.128562341334511,-5.353162762311138,0.00011555994276649471,-0.2927276569291299,-0.28856491865288586,0.9574603321928555,208.57633735036296,75.45414928194683,0.04084852782980362,1.0647421277971192
Pb,1.462957250664899,10000,677.4441161749319,-208.8557445502413,708.9084937928662,-17.13450908108934,711.994260972926,4.9944457081498175e-06,23.74521596508988,6.219249972660005,489.618222559184,1,0.01,146.2957250664899,Heavy contamination,Unsafe,677.4441161749319,208.8557445502413,3.2435981956374955,6.565136079747486,4.0,6.569473371255571,-5.301425756696383,0.0014106192953737924,-0.29905359917787705,-0.2946159432126458,0.955615741815152,147.67743374169115,78.72624908676015,0.003556016680943531,1.0043528427238129
Pb,1.410641054133171,10000,686.0051397616294,-194.2146067333533,712.9672960577951,-15.807324253735718,722.027301209493,3.51856493692983e-06,29.13357291545057,6.97978828426165,594.6614159000753,1,0.01,141.0641054133171,Heavy contamination,Unsafe,686.0051397616294,194.2146067333533,3.532201574827722,6.570837157449933,4.0,6.5834469824548165,-5.453511017535565,0.0014025888782387217,-0.27588985415804385,-0.27240324739609056,0.9621831794456107,203.3461709139444,85.19762944038686,0.002540499945541795,1.0127074624611543
Pb,1.320046119071105,100,749.5811781884913,-196.6338158856824,774.9430948425899,-14.698918334095112,755.4658481421824,4.18056289004609e-06,30.316595533182223,6.757381326666005,598.0768355396438,1,0.01,132.0046119071105,Heavy contamination,Unsafe,749.5811781884913,196.6338158856824,3.81206647904583,6.654079186105926,2.0,6.628657387651773,-5.378661367109589,0.0012904173308387688,-0.2565445214117196,-0.2537396838481716,0.9672725432062206,204.86079654401158,88.50719036544577,0.0031582724894404024,0.9748662232994816
Pb,0.8479206441739631,10000,1160.8265089808654,-360.8108274776432,1215.607929053527,-17.2664125779685,1231.740060019392,4.1269834352610985e-06,27.068550309374714,7.38977417161456,530.0356251922024,1,0.01,84.7920644173963,Heavy contamination,Unsafe,1160.8265089808654,360.8108274776432,3.217271823832881,7.10382187925278,4.0,7.116994661814288,-5.384262054110771,0.0008226336601619388,-0.30135574949331245,-0.2968151316342357,0.9549349598967206,200.03047393926656,71.72555112122886,0.005083370824247543,1.0132708339418388
Cd,0.4518153963149632,10000,2145.8909676409053,-641.7886145516939,2239.8081772265687,-16.650763047648592,2465.458629490013,2.421358832878188e-06,33.145281695407874,7.635189093903092,425.4238583714097,0,0.003,150.60513210498772,Heavy contamination,Unsafe,2145.8909676409053,641.7886145516939,3.3436102152365583,7.7145918731835135,4.0,7.810538647571444,-5.6157615227966655,0.0004464668046876222,-0.2906106381508734,-0.2865373120239187,0.9580690835310924,253.070493315124,55.71883722636333,0.005969760029611395,1.1007454363979305
Hg,0.3175143508337779,100,3113.7299112416117,-927.351824533764,3248.8914057916422,-16.584935292062884,3143.3214036277905,3.297081521028349e-06,26.65692261469593,7.088499428991277,501.2340171310405,3,0.006,52.919058472296314,Heavy contamination,Unsafe,3113.7299112416117,927.351824533764,3.3576576104799436,8.086376861162965,2.0,8.053353375941192,-5.481738613793012,0.0003077972991701232,-0.2894617270767047,-0.2854363869720664,0.9583976570256904,188.95758073293675,70.71087782138078,0.01036378691455408,0.9675058384602746
Pb,1.245150288288754,100,829.1798997366695,-268.60553005557733,871.6009619681193,-17.949275224059935,865.5469478086857,4.332227765056855e-06,24.273629345626475,6.064392844174674,505.8326201911325,1,0.01,124.51502882887539,Heavy contamination,Unsafe,829.1798997366695,268.60553005557733,3.086980002094583,6.771478363104807,2.0,6.764516288655825,-5.363188482784768,0.0011473140159698788,-0.3132739510064888,-0.30817488940013604,0.9513297207294713,147.20482410576557,83.41026597470746,0.0037497465192570046,0.9930541447008543
Pb,1.981678280322331,10000,520.7067056145657,-155.80366834011136,543.5165649179512,-16.658013400201483,594.2547051562512,3.752455505044223e-06,33.44023284442434,7.237844712469443,502.889285627062,1,0.01,198.1678280322331,Heavy contamination,Unsafe,520.7067056145657,155.80366834011136,3.3420696133710273,6.299898364165458,4.0,6.388989389840144,-5.425568728066758,0.0018398703269496843,-0.2907371806748517,-0.2866585462094083,0.9580328167057267,242.0352124767637,69.48052984491335,0.0022299143397620067,1.0933515986672202
Cu,1.2728795051134665,1000,794.0233070547638,-267.520469263271,837.8784002592647,-18.61957941551395,918.3120234916036,1.084655255928153e-06,32.923464263749345,6.110781460041879,513.8983677040019,2,2.0,0.6364397525567332,Safe,Safe,794.0233070547638,267.520469263271,2.9680843086081206,6.732065761826487,3.0,6.823625589748178,-5.96430806076653,0.0011934906063808025,-0.3249729661372798,-0.3192831670806793,0.9476593582184112,201.18809502327085,84.09699659205012,0.0009960519628621853,1.0959967737637757
Pb,1.5427168310713908,10,598.4496738395659,-214.9159082266577,635.8701594882182,-19.75428440497917,652.946704638508,2.346822675590134e-06,22.460599206146195,7.23271264719805,403.74494275887815,1,0.01,154.27168310713907,Heavy contamination,Unsafe,598.4496738395659,214.9159082266577,2.7845759710148386,6.456565803537065,1.0,6.483025856758167,-5.629334707220356,0.0015726481028820098,-0.34477730424225544,-0.3379870953523489,0.941150744235631,162.45105994194006,55.82206322816747,0.0015323501323975042,1.0268553963328095
Cu,1.8086375362085845,10000,543.8272228181879,-155.81323868761123,565.7082407287926,-15.987663948743052,619.7535885812854,1.5779027863784216e-06,20.389415275308814,7.370059898538377,542.2454562941004,2,2.0,0.9043187681042922,Safe,Safe,543.8272228181879,155.81323868761123,3.490250426698419,6.339844604677031,4.0,6.430934205412702,-5.8016446088385205,0.0017676956565277338,-0.2790373756079642,-0.2754303852580963,0.9613210196789502,150.27121187519933,73.5740908059735,0.0009779109142904361,1.0955357266526142
Hg,0.2426898267165266,10000,4011.632610350823,-1211.1672779318624,4190.479969593344,-16.799790366398607,4322.89692455728,1.9318888483121565e-06,21.34978334524431,6.395535255235037,542.4788603905977,3,0.006,40.448304452754435,Heavy contamination,Unsafe,4011.632610350823,1211.1672779318624,3.31220359354292,8.340809165250638,4.0,8.371912340490992,-5.71379311956308,0.00023863614842592937,-0.2932116555384802,-0.28902829430524574,0.957320555034206,136.54329207613983,84.82149478602787,0.008351356360955126,1.0315994721186446
Cd,0.7458379890923587,1000,1349.6975865089023,-400.86366780024633,1407.968485155198,-16.54155544661578,1392.8644906808768,4.621957909965303e-06,24.298210978307257,7.6386922974435425,423.0939550355776,0,0.003,248.61266303078622,Heavy contamination,Unsafe,1349.6975865089023,400.86366780024633,3.366974098481035,7.250613144831788,3.0,7.23983537761465,-5.335080060607565,0.0007102431698881821,-0.2887046059446465,-0.2847106821116524,0.9586134922331928,185.60655704165376,55.388270466371196,0.006437761050212271,0.9892724910858742
Cd,0.7231925361919327,10000,1454.2005190156522,-436.61805524486266,1518.3327947690514,-16.7121803396784,1569.998359041018,1.1475731556430729e-06,34.58389702612566,7.822170263148097,514.0478884891602,0,0.003,241.06417873064422,Heavy contamination,Unsafe,1454.2005190156522,436.61805524486266,3.330600971590105,7.326026566663379,4.0,7.359466593723578,-5.939841338230999,0.0006586171381165801,-0.2916825721144524,-0.2875641339955877,0.9577613840823651,270.5211309015361,65.7167858957548,0.001801687971239147,1.0340278260793223
Hg,0.4960651971659847,10000,1942.1574485926344,-602.1752355510662,2033.3692653905323,-17.226300573667352,2167.435212982948,1.8792028478476951e-06,28.37774229741237,7.626173928227639,513.6722364871549,3,0.006,82.67753286099745,Heavy contamination,Unsafe,1942.1574485926344,602.1752355510662,3.2252363330951175,7.617941106537309,4.0,7.681761086408981,-5.725795293848769,0.0004917945879384808,-0.3006556629486833,-0.2961465218347399,0.9551425221427354,216.41359845048893,67.35648062241067,0.004073050424762931,1.0659329074523023
Cd,0.2155548605087127,10,4609.893832875669,-1383.8732359019875,4813.130611507542,-16.709564041695845,5483.978828325904,2.238277408952926e-06,25.598925980439034,6.610218380424165,536.49008403808,0,0.003,71.8516201695709,Heavy contamination,Unsafe,4609.893832875669,1383.8732359019875,3.3311532539811566,8.479310749571875,1.0,8.60976851277953,-5.6498921012782155,0.00020776498306713885,-0.29163690910044354,-0.28752039942430285,0.9577745141289203,169.21449103501578,81.16072012775072,0.012274665922618009,1.1393787684076795
Hg,0.0968493422228748,10,10341.770690058354,-3127.193233117804,10804.23798900264,-16.824513444542006,10483.972006303213,3.46753628786558e-06,33.3307414191912,7.173286024891269,417.07953842701625,3,0.006,16.1415570371458,Moderate contamination,Unsafe,10341.770690058354,3127.193233117804,3.307045621784084,9.287786294520044,1.0,9.25769827345198,-5.459853757546936,9.255627291973594e-05,-0.2936431546533104,-0.2894413503572296,0.9571957504624555,239.0909416215488,58.143441781299224,0.0363535533728233,0.9703573742982717
Hg,0.3759524677079335,10,2722.5528542036395,-788.9464091010638,2834.560015304994,-16.160629017405963,2998.834301884373,3.1364067603434627e-06,26.797044972177492,7.829630298382455,525.3006614532193,3,0.006,62.658744617988916,Heavy contamination,Unsafe,2722.5528542036395,788.9464091010638,3.450871723089915,7.9499947329169185,1.0,8.006312333419656,-5.503429171987409,0.00035278843792342456,-0.28205618554707007,-0.2783311712721575,0.960485168598802,209.8109552212781,67.09137486282734,0.009405564177580015,1.0579540689529712
Hg,0.310274112652884,100,3200.545371815711,-987.2830184419124,3349.360899567967,-17.14360118512041,3411.089906585908,1.8730779314135444e-06,24.728579426015315,6.641329452445699,456.1503901492682,3,0.006,51.712352108814,Heavy contamination,Unsafe,3200.545371815711,987.2830184419124,3.2417709127251397,8.11682335023084,2.0,8.135080258377515,-5.7272123534273485,0.0002985644216867436,-0.2992122863291531,-0.29476758344234033,0.9555689780186268,164.23064285913827,68.68359616049543,0.006389237226093553,1.01843008528131
Cd,0.3467445999038253,100,2849.354530975554,-858.7220647120379,2975.940998678271,-16.771453876344108,3139.026576822586,1.656964268892618e-06,34.11829293118486,7.64005564453085,501.4005980992344,0,0.003,115.58153330127509,Heavy contamination,Unsafe,2849.354530975554,858.7220647120379,3.318133594165573,7.9986515417660575,2.0,8.051986542822718,-5.780424833248943,0.00033602816737421945,-0.2927170904885706,-0.2885548016890889,0.9574633812434659,260.6656564906559,65.62787253945397,0.005201254876899333,1.054801347948663
Cu,1.1588387379779732,10,764.4866800614195,-250.1914357793708,804.3852550418078,-18.12157558796855,768.1524620949939,1.9471921383844757e-06,32.74276499289017,6.0189502625233935,554.6647105408153,2,2.0,0.5794193689889866,Safe,Safe,764.4866800614195,250.1914357793708,3.055606910272181,6.691320740628471,1.0,6.64528921005624,-5.710368213512236,0.0012431853937287574,-0.31628115965907855,-0.311034338597327,0.9503986743537279,197.07707394969808,92.15306428136587,0.001495740435272051,0.9549559210332794
Hg,0.0885462123183937,10,11298.70975316864,-3378.2045024833765,11792.92617406499,-16.64615413940505,12006.066278799808,3.010118506806623e-06,32.655025631291615,6.007293405569353,541.1291872726026,3,0.006,14.757702053065616,Moderate contamination,Unsafe,11298.70975316864,3378.2045024833765,3.3445902238480287,9.37533994692283,1.0,9.393250612028792,-5.521272151880334,8.479659630186744e-05,-0.29053019752710124,-0.2864602434222581,0.9580921296714949,196.1683201335563,90.0787011136902,0.03613968229976223,1.0180735554168512
Pb,1.841286311996177,100,645.2023920987406,-200.1893450552522,675.5456317996496,-17.2377429802499,750.9985700967379,2.084711142844814e-06,27.6842711457532,7.519423320677935,423.7806035355987,1,0.01,184.1286311996177,Heavy contamination,Unsafe,645.2023920987406,200.1893450552522,3.2229607021164988,6.516999898107107,2.0,6.622734422480928,-5.680745838649223,0.0014802849029376824,-0.30085537061790063,-0.2963372652147109,0.9550833603644585,208.16975406934787,56.35812553788146,0.0015656150873411916,1.111691845441988
Cd,0.2726805922468686,1000,3681.162290328668,-1114.7220214910244,3846.239851196859,-16.847254514294388,4088.992174669661,4.790410006430889e-06,31.841575982231824,7.522895164254242,518.2369574232147,0,0.003,90.8935307489562,Heavy contamination,Unsafe,3681.162290328668,1114.7220214910244,3.302314136937507,8.255111248403477,3.0,8.316298335751314,-5.319536664476501,0.0002599941861890292,-0.29404006119591514,-0.28982124480462373,0.9570807939039935,239.5408379789658,68.88796746986178,0.019587949029755147,1.063114192786547
Hg,0.1955172029519843,10000,5113.5255042534445,-1516.993620375002,5333.799089477302,-16.523672321822456,5574.338518010507,2.855460885715391e-06,22.69030038896828,7.5779543757045875,593.8233061881477,3,0.006,32.58620049199738,Heavy contamination,Unsafe,5113.5255042534445,1516.993620375002,3.3708286149456623,8.582006504072154,4.0,8.626108315204265,-5.544171718473474,0.00018748362719035405,-0.28839248653645794,-0.28441146637258574,0.9587023092679998,171.94606111863368,78.36195319592076,0.0159173056019157,1.0450972045435127
Hg,0.1519953810021446,10000,6595.251412033434,-1977.9868117764788,6885.475511211312,-16.694552812698166,6971.873338513741,1.2351840661785485e-06,28.598344363343656,7.860053675776324,431.3538874670005,3,0.006,25.332563500357434,Heavy contamination,Unsafe,6595.251412033434,1977.9868117764788,3.334325270908526,8.83731469629375,4.0,8.849782662494688,-5.907916858556303,0.0001452332519913257,-0.29137491372966323,-0.28726945707029405,0.9578498102701375,224.78452173421644,54.879254672458345,0.008611546859147215,1.0125478374239716
Pb,1.032494458747906,10,967.9736001501906,-280.05919112633785,1007.6735786563324,-16.136490668398363,1025.6730589070294,3.917065623346534e-06,34.757688842713186,6.235812623640569,570.581417545083,1,0.01,103.2494458747906,Heavy contamination,Unsafe,967.9736001501906,280.05919112633785,3.4563179171294203,6.916391458257174,1.0,6.934078813488273,-5.406928294319177,0.0009923848567434336,-0.2816348918808919,-0.2779265002658685,0.9606023425174259,216.74243485396184,91.50073164329103,0.00401762867983741,1.0178624116290518
Cu,1.1388476854921867,1000,837.4298295928938,-270.85546760821745,880.1428314911445,-17.923106448735318,901.5939432426052,2.3153811528359585e-06,24.364376457769424,6.463969969967376,540.5096161107554,2,2.0,0.5694238427460934,Safe,Safe,837.4298295928938,270.85546760821745,3.091795919737953,6.781219737075985,3.0,6.8052727770253885,-5.63518997734799,0.0011361792248022475,-0.3128172197158596,-0.3077403552209044,0.9514703746142134,157.49059776000166,83.61883154445789,0.002087533623694981,1.0243723075197848
Cu,2.0381195818165407,100,531.812340916175,-187.64004115340265,563.9442800443964,-19.434436668838643,620.6857039696237,3.613955728232991e-06,31.91528493871513,7.807449840747616,554.8006625819519,2,2.0,1.0190597909082704,Low contamination,Unsafe,531.812340916175,187.64004115340265,2.834215648453011,6.33672710689278,2.0,6.432434665948369,-5.441897017069824,0.0017732248297996783,-0.3391949081415532,-0.332727980038437,0.943022847708125,249.17698631218622,71.06041970520883,0.002243130655293348,1.1006153017806293
Cu,1.1352251271844298,10,892.1706218760006,-265.5070273219975,930.83962103897,-16.572831183589287,1064.7544635169634,2.118377482092928e-06,27.35717610812101,6.354472395544707,456.3916654285291,2,2.0,0.5676125635922149,Safe,Safe,892.1706218760006,265.5070273219975,3.3602523852999475,6.837160719447765,1.0,6.971438243782891,-5.673791684256839,0.0010742989204550204,-0.28925047053082187,-0.2852339128255499,0.9584579359441011,173.84042039911012,71.82211786405675,0.0022555518794722712,1.143864570705938
Hg,0.4101604285200627,1000,2438.9510625330963,-738.0622458698235,2548.179382266823,-16.836582403539435,2652.922864219168,3.28297496693328e-06,20.59708524833131,7.364458535153168,457.5777858759685,3,0.006,68.36007142001044,Heavy contamination,Unsafe,2438.9510625330963,738.0622458698235,3.304533020321926,7.843526775484484,3.0,7.88379415049811,-5.483600162077621,0.0003924370501381352,-0.2938537977251037,-0.28964297058759425,0.9571347604121344,151.68638025635093,62.13325577564929,0.008709479352436466,1.0411052230781828
Hg,0.1551704368596948,1000,6395.758247879486,-1906.1987809147668,6673.778341964873,-16.596218996971707,6898.916180429046,4.08861001922986e-06,31.44529096723501,7.060926000081631,581.2038911552976,3,0.006,25.861739476615803,Heavy contamination,Unsafe,6395.758247879486,1906.1987809147668,3.355242019831146,8.806091275520805,3.0,8.83926454274766,-5.388318103868347,0.00014984015781762286,-0.2896586648791871,-0.2856251261640718,0.9583414252257689,222.03287257068175,82.31270106304267,0.028206977817129195,1.0337346892460402
Hg,0.2930053615720298,1000,3478.082227498428,-1045.0228373027794,3631.684004938312,-16.72339461906344,4066.956869109242,4.712034967098216e-06,22.52853716588169,6.166387353703015,471.9664064185117,3,0.006,48.834226928671626,Heavy contamination,Unsafe,3478.082227498428,1045.0228373027794,3.3282356168139686,8.19772704934067,3.0,8.310896154631722,-5.326699338097044,0.000275354353143043,-0.2918782982129599,-0.28775158738529355,0.9577050819314075,138.9196866771212,76.53855965738995,0.01916364297692303,1.1198542779542306
Cd,0.8920711788053124,100,1154.2219192174289,-342.16506898053603,1203.8709121963286,-16.51227348520498,1252.7706149192222,2.0445085777323084e-06,29.472103506991253,6.5705273238830655,412.60307813856207,0,0.003,297.3570596017708,Heavy contamination,Unsafe,1154.2219192174289,342.16506898053603,3.373289747702777,7.094127713378243,2.0,7.133910781748522,-5.6891986949707904,0.0008306538432553209,-0.2881935393065861,-0.2842207295766404,0.9587588731682863,193.64726138499594,62.79603717284672,0.0025613002681333283,1.0406187259999835
