Metal_Type,Concentration_mg_L,Frequency_Hz,Real_Impedance_ohm,Imag_Impedance_ohm,Magnitude_ohm,Phase_deg,Charge_Transfer_Resistance_ohm,Double_Layer_Capacitance_F,Temperature_C,pH,Conductivity_uS_cm,Target
Cd,0.9562630079859912,10,1066.9407517686673,-335.5513424112688,1118.4620115045009,-17.458287217255087,1128.0083584548536,2.2785921103504997e-06,29.92161257676162,6.814492834524141,491.1412568840595,0
Hg,0.320725319065849,100,3119.9051770253845,-897.9968534805106,3246.5684441407816,-16.057313375138552,3244.0254964206165,2.5244373040331314e-06,32.71886243417617,6.052115771971186,491.555870253128,3
Cd,0.8372699734841111,10000,1122.5624151313089,-335.0283949315449,1171.4906748565454,-16.61771709484355,1332.7852528765875,3.4548487274169128e-06,31.2773958263938,7.130770320198392,403.261180357301,0
Hg,0.4478929085067835,10,2166.885773167703,-670.7886033898149,2268.33668232788,-17.200613078037282,2174.9139015286564,3.494503789189057e-06,26.745345100540096,6.1921519512767125,434.8128274814617,3
Cd,0.3052717947540392,1000,3289.819849612924,-969.811206454468,3429.7883927542634,-16.425073277510602,3577.861521367264,2.926799352049364e-06,29.192830423479784,7.668899914695526,497.7027279991506,0
Hg,0.145420177958702,10000,6769.995003761569,-2023.0375367982851,7065.798838507326,-16.6374121510677,6799.277929944116,2.602631393751813e-06,30.32427005552012,7.505037321140724,564.5306918100738,3
Hg,0.3249414449829462,1000,3128.10941432855,-930.5412245888804,3263.583226864343,-16.566541421468813,3430.655807624348,4.944721246434781e-06,27.69104705427838,6.9210183198163575,455.74540134542485,3
Pb,1.1165427047100571,100,887.7141194519722,-274.82934792862346,929.283341267486,-17.202115912107292,976.6714858084704,4.284494504470898e-06,27.134764766774552,6.8584215590834,504.5286866262298,1
Hg,0.4279375862900241,10,2498.9440122498886,-740.6732891994059,2606.3994509079066,-16.50953438861554,2659.7073136213694,2.739920791552181e-06,29.6764616846398,7.794677931137537,468.9924169518465,3
Pb,1.8500346850970169,1000,655.9262188283283,-202.0130314529204,686.3297089761062,-17.117855478178754,673.2638938294522,3.909169908958274e-06,28.362118234634806,6.576916700836257,420.9607979079178,1
Hg,0.2090396206862231,100,4774.709667444933,-1421.294071200563,4981.759653498147,-16.576758362769525,5134.137910470252,2.0782467730098383e-06,29.659134580038653,6.498039924213542,591.6596966142602,3
Cu,1.473741117948964,10,673.2283759113157,-240.06740185360744,714.7508681806054,-19.625793658726533,763.7456733585492,1.4006773049493196e-06,29.19282160945046,7.878394865651524,570.9347740500604,2
Cu,2.5610510304877234,1000,440.2437669911458,-140.75059935692752,462.1961765245237,-17.729629235169245,509.1327426062899,2.409724102210963e-06,30.787948407704818,7.618491673506965,415.6984848933813,2
Cu,1.5496120710962722,1000,730.481430086996,-184.7013270699349,753.4704373254056,-14.189761074336705,808.022121897401,2.611891200493577e-06,29.64205263174314,7.641251186134389,543.9574524936569,2
Hg,0.4201764433311553,100,2298.0511024690186,-704.7566798487117,2403.689008035451,-17.049509734872615,2569.145018552304,1.0661484982426832e-06,27.79613729655901,6.390387628551851,469.5159808715,3
Pb,1.1356073804731444,10,791.2672613029073,-249.4569443407359,829.6581500169937,-17.498112042188254,823.0154946133736,4.259168006543585e-06,30.2269521692658,6.286591982861869,598.9699614123585,1
Pb,1.5013248489372055,10,634.9766242467236,-199.4522140430166,665.564797015607,-17.438001223771245,671.4662332540394,2.4367736095567264e-06,26.74222947778142,6.05205909963427,460.4797039657955,1
Hg,0.0929908912256006,1000,10782.878313617566,-3259.159616803043,11264.660941816392,-16.817610661627473,11132.018446158258,3.321672663120588e-06,23.625068389589018,6.47408301783736,447.74768907252,3
Cu,2.2477186493531462,1000,469.73921851456,-185.08738107893305,504.88837582710073,-21.505509684194266,493.15997909265593,1.2958527490838238e-06,20.021273302008733,7.5483809834286495,513.578109661081,2
Cu,1.9035353574744585,1000,578.8268576795884,-178.2597852743488,605.6542596376942,-17.117124766631377,604.8609593459133,1.699987315002336e-06,28.399462207187646,6.4800768375283,567.0252326686408,2
Pb,1.3799126947632112,10,664.6986516013075,-196.69240699875908,693.1898732753976,-16.484125635807327,733.7540331793457,4.558774901310241e-06,28.85982839912961,7.458206567189753,438.5037743639596,1
Cu,1.3360284154897268,100,632.6798812327143,-190.8540657405873,660.8396980557038,-16.78644988979739,703.8802522696467,3.434750111531204e-06,34.580734471635715,6.503816530734843,541.8805539438663,2
Cd,0.7631863704497639,100,1353.1966462749222,-408.8565651214344,1413.6141108281972,-16.811733973992034,1608.9365824272818,4.801136200681943e-06,25.422175011414133,6.790584995901344,412.2813166282243,0
Pb,1.794195616314843,10,515.9430139402555,-153.92208676506888,538.4135979225154,-16.611502830092608,536.1236757610167,4.995000137565268e-06,25.91199864242468,7.966324579822817,583.7869486220994,1
Cu,1.4334796001815513,10000,596.6788373206813,-158.5468217651891,617.3837782110919,-14.880525971188993,673.253700655898,2.4874404613323777e-06,23.02699372013285,6.489623462568272,416.2149832294597,2
Pb,0.6435718332802426,100,1561.081288977104,-472.13331041171546,1630.9152809372845,-16.82741253249372,1816.2429195890093,2.1952122563330984e-06,21.05801442855983,6.752741254596535,582.8462752688325,1
Cd,0.1212747274417027,1000,8285.39984765681,-2497.1016058387886,8653.517612244985,-16.77205928879263,9213.764755392636,4.433424220636388e-06,31.592067392926108,6.602174360930428,498.16144989054055,0
Pb,1.462957250664899,10000,677.4441161749319,-208.8557445502413,708.9084937928662,-17.13450908108934,711.994260972926,4.9944457081498175e-06,23.74521596508988,6.219249972660005,489.618222559184,1
Pb,1.410641054133171,10000,686.0051397616294,-194.2146067333533,712.9672960577951,-15.807324253735718,722.027301209493,3.51856493692983e-06,29.13357291545057,6.97978828426165,594.6614159000753,1
Pb,1.320046119071105,100,749.5811781884913,-196.6338158856824,774.9430948425899,-14.698918334095112,755.4658481421824,4.18056289004609e-06,30.316595533182223,6.757381326666005,598.0768355396438,1
Pb,0.8479206441739631,10000,1160.8265089808654,-360.8108274776432,1215.607929053527,-17.2664125779685,1231.740060019392,4.1269834352610985e-06,27.068550309374714,7.38977417161456,530.0356251922024,1
Cd,0.4518153963149632,10000,2145.8909676409053,-641.7886145516939,2239.8081772265687,-16.650763047648592,2465.458629490013,2.421358832878188e-06,33.145281695407874,7.635189093903092,425.4238583714097,0
Hg,0.3175143508337779,100,3113.7299112416117,-927.351824533764,3248.8914057916422,-16.584935292062884,3143.3214036277905,3.297081521028349e-06,26.65692261469593,7.088499428991277,501.2340171310405,3
Pb,1.245150288288754,100,829.1798997366695,-268.60553005557733,871.6009619681193,-17.949275224059935,865.5469478086857,4.332227765056855e-06,24.273629345626475,6.064392844174674,505.8326201911325,1
Pb,1.981678280322331,10000,520.7067056145657,-155.80366834011136,543.5165649179512,-16.658013400201483,594.2547051562512,3.752455505044223e-06,33.44023284442434,7.237844712469443,502.889285627062,1
Cu,1.2728795051134665,1000,794.0233070547638,-267.520469263271,837.8784002592647,-18.61957941551395,918.3120234916036,1.084655255928153e-06,32.923464263749345,6.110781460041879,513.8983677040019,2
Pb,1.5427168310713908,10,598.4496738395659,-214.9159082266577,635.8701594882182,-19.75428440497917,652.946704638508,2.346822675590134e-06,22.460599206146195,7.23271264719805,403.74494275887815,1
Cu,1.8086375362085845,10000,543.8272228181879,-155.81323868761123,565.7082407287926,-15.987663948743052,619.7535885812854,1.5779027863784216e-06,20.389415275308814,7.370059898538377,542.2454562941004,2
Hg,0.2426898267165266,10000,4011.632610350823,-1211.1672779318624,4190.479969593344,-16.799790366398607,4322.89692455728,1.9318888483121565e-06,21.34978334524431,6.395535255235037,542.4788603905977,3
Cd,0.7458379890923587,1000,1349.6975865089023,-400.86366780024633,1407.968485155198,-16.54155544661578,1392.8644906808768,4.621957909965303e-06,24.298210978307257,7.6386922974435425,423.0939550355776,0
Cd,0.7231925361919327,10000,1454.2005190156522,-436.61805524486266,1518.3327947690514,-16.7121803396784,1569.998359041018,1.1475731556430729e-06,34.58389702612566,7.822170263148097,514.0478884891602,0
Hg,0.4960651971659847,10000,1942.1574485926344,-602.1752355510662,2033.3692653905323,-17.226300573667352,2167.435212982948,1.8792028478476951e-06,28.37774229741237,7.626173928227639,513.6722364871549,3
Cd,0.2155548605087127,10,4609.893832875669,-1383.8732359019875,4813.130611507542,-16.709564041695845,5483.978828325904,2.238277408952926e-06,25.598925980439034,6.610218380424165,536.49008403808,0
Hg,0.0968493422228748,10,10341.770690058354,-3127.193233117804,10804.23798900264,-16.824513444542006,10483.972006303213,3.46753628786558e-06,33.3307414191912,7.173286024891269,417.07953842701625,3
Hg,0.3759524677079335,10,2722.5528542036395,-788.9464091010638,2834.560015304994,-16.160629017405963,2998.834301884373,3.1364067603434627e-06,26.797044972177492,7.829630298382455,525.3006614532193,3
Hg,0.310274112652884,100,3200.545371815711,-987.2830184419124,3349.360899567967,-17.14360118512041,3411.089906585908,1.8730779314135444e-06,24.728579426015315,6.641329452445699,456.1503901492682,3
Cd,0.3467445999038253,100,2849.354530975554,-858.7220647120379,2975.940998678271,-16.771453876344108,3139.026576822586,1.656964268892618e-06,34.11829293118486,7.64005564453085,501.4005980992344,0
Cu,1.1588387379779732,10,764.4866800614195,-250.1914357793708,804.3852550418078,-18.12157558796855,768.1524620949939,1.9471921383844757e-06,32.74276499289017,6.0189502625233935,554.6647105408153,2
Hg,0.0885462123183937,10,11298.70975316864,-3378.2045024833765,11792.92617406499,-16.64615413940505,12006.066278799808,3.010118506806623e-06,32.655025631291615,6.007293405569353,541.1291872726026,3
Pb,1.841286311996177,100,645.2023920987406,-200.1893450552522,675.5456317996496,-17.2377429802499,750.9985700967379,2.084711142844814e-06,27.6842711457532,7.519423320677935,423.7806035355987,1
Cd,0.2726805922468686,1000,3681.162290328668,-1114.7220214910244,3846.239851196859,-16.847254514294388,4088.992174669661,4.790410006430889e-06,31.841575982231824,7.522895164254242,518.2369574232147,0
Hg,0.1955172029519843,10000,5113.5255042534445,-1516.993620375002,5333.799089477302,-16.523672321822456,5574.338518010507,2.855460885715391e-06,22.69030038896828,7.5779543757045875,593.8233061881477,3
Hg,0.1519953810021446,10000,6595.251412033434,-1977.9868117764788,6885.475511211312,-16.694552812698166,6971.873338513741,1.2351840661785485e-06,28.598344363343656,7.860053675776324,431.3538874670005,3
Pb,1.032494458747906,10,967.9736001501906,-280.05919112633785,1007.6735786563324,-16.136490668398363,1025.6730589070294,3.917065623346534e-06,34.757688842713186,6.235812623640569,570.581417545083,1
Cu,1.1388476854921867,1000,837.4298295928938,-270.85546760821745,880.1428314911445,-17.923106448735318,901.5939432426052,2.3153811528359585e-06,24.364376457769424,6.463969969967376,540.5096161107554,2
Cu,2.0381195818165407,100,531.812340916175,-187.64004115340265,563.9442800443964,-19.434436668838643,620.6857039696237,3.613955728232991e-06,31.91528493871513,7.807449840747616,554.8006625819519,2
Cu,1.1352251271844298,10,892.1706218760006,-265.5070273219975,930.83962103897,-16.572831183589287,1064.7544635169634,2.118377482092928e-06,27.35717610812101,6.354472395544707,456.3916654285291,2
Hg,0.4101604285200627,1000,2438.9510625330963,-738.0622458698235,2548.179382266823,-16.836582403539435,2652.922864219168,3.28297496693328e-06,20.59708524833131,7.364458535153168,457.5777858759685,3
Hg,0.1551704368596948,1000,6395.758247879486,-1906.1987809147668,6673.778341964873,-16.596218996971707,6898.916180429046,4.08861001922986e-06,31.44529096723501,7.060926000081631,581.2038911552976,3
Hg,0.2930053615720298,1000,3478.082227498428,-1045.0228373027794,3631.684004938312,-16.72339461906344,4066.956869109242,4.712034967098216e-06,22.52853716588169,6.166387353703015,471.9664064185117,3
Cd,0.8920711788053124,100,1154.2219192174289,-342.16506898053603,1203.8709121963286,-16.51227348520498,1252.7706149192222,2.0445085777323084e-06,29.472103506991253,6.5705273238830655,412.60307813856207,0
Pb,1.476316053570791,100,649.7156907913065,-227.3823578362168,688.3554427151586,-19.28862156683766,721.4466644197912,2.339427803995925e-06,21.284962910704596,7.040744432881936,520.11934071589,1
Hg,0.2898310039481009,10000,3500.37774198169,-1012.344583802222,3643.828466450435,-16.130402991377913,3662.054354473219,2.857065681143759e-06,34.20301096243947,7.704700233367668,424.9635338083685,3
Pb,0.9865006296730634,10000,988.8055551009415,-299.9265062309231,1033.2919891968434,-16.873706365035407,1135.8414426229388,4.708699350943956e-06,24.37585830770541,7.415076979229347,559.3192482815816,1
Pb,0.999502869587297,1000,961.3972030487196,-274.4674215078319,999.8084554048636,-15.933411605254188,1063.687619296744,4.605547427242629e-06,23.39697037516092,7.243766322909866,528.3492885002115,1
Cu,2.3389739103963803,1000,389.5527467743023,-133.5876574366832,411.8215690548812,-18.92816039435252,452.58507303058974,1.3595131204025522e-06,21.937046060995016,6.99206577988283,574.9453010442417,2
Cd,0.9947254250990508,100,916.7491159097392,-268.86453672857493,955.3622771658715,-16.345378321167626,1059.8963239128552,1.5277193030152437e-06,34.19003290008572,6.597367967628268,556.967449956527,0
Hg,0.3478276354322204,10000,2898.564319958444,-895.6261912580279,3033.78004993828,-17.17060437884788,3023.205349944131,2.982036709322553e-06,30.678556136619576,6.238489822638522,422.42272966763926,3
Cu,2.11556683474005,1000,381.12931156260953,-105.29743670358944,395.4075142287196,-15.444275811848692,435.6792485053713,1.426477091221694e-06,31.124913330771328,6.818152069132191,476.21413528688447,2
Cu,2.4613010204784924,10000,344.86699926701255,-110.57958146782042,362.1616918187676,-17.77814354624703,400.0494718511197,2.38232349339479e-06,27.49106842070367,6.057036987822585,554.9120499829174,2
Hg,0.2593425255276732,10000,3752.125056269253,-1125.0537068020644,3917.1658480427673,-16.691065068158892,4011.852586328421,1.5935415128699108e-06,27.120916779057254,6.422111778533701,483.4682946532652,3
Pb,0.5902135139011778,1000,1689.998622051009,-493.04010601270073,1760.4499108669138,-16.264074036010424,1748.3404546426673,3.544161420527544e-06,21.65031864487215,6.864966751745319,594.4730969559956,1
Cu,2.12459363175582,100,463.1622210765828,-163.59947254738046,491.2067084745224,-19.45438380070712,463.4060440814751,4.797981726956647e-06,28.39761643375988,6.83721037134383,547.1480899786899,2
Pb,1.9364379267580705,1000,500.07730159163935,-163.71302508974773,526.1931794989476,-18.127175584943217,545.1746380149661,4.986935081177526e-06,23.703747426631857,6.088590861993985,403.0999833380642,1
Cd,0.2577726481218937,1000,3827.2586580717375,-1139.0311117997862,3993.156734894455,-16.57354065849684,4097.028902705719,2.50096452998766e-06,34.657179992006085,7.178120307050582,575.9971383121673,0
Pb,1.5350073362309986,10000,592.8509968358289,-135.89086955981372,608.2258074752816,-12.9100882707742,658.6467664633085,3.396050548458449e-06,31.94871410022721,7.099368511706473,420.1609569737115,1
Cd,0.2808403197931508,1000,3583.960770983224,-1077.9498779881967,3742.559384619225,-16.739739927089943,3718.7471508174303,4.425070614096326e-06,26.194880902893317,6.156208608041826,428.1047448360172,0
Pb,1.303741526709622,100,739.4956051099273,-210.02595917449955,768.7422542725657,-15.855206565520175,866.6393839826827,1.469848291185536e-06,22.270118880372998,7.886326104920879,546.8984801222102,1
Cu,1.1933528992934392,1000,853.7930034060292,-258.27733041897835,892.003179407698,-16.830870124408357,897.8069233449677,3.758257644207861e-06,31.77997536708176,6.19876555790172,572.993711886096,2
Cu,1.9007418725163705,100,481.8479305252384,-105.70946726244551,493.3071250452045,-12.373719958710176,503.66885784946464,2.635374646900273e-06,21.83080650621974,7.709668302474672,507.2699255799112,2
Cd,0.7805469960057214,100,1290.2059762594288,-422.00622621713376,1357.4684954508418,-18.112112405195923,1414.2500059690344,1.8245846411206564e-06,22.840006302456057,6.000619463830012,457.8099465891559,0
Hg,0.2064071859075419,10000,4909.956468573922,-1471.0945196787895,5125.60158509417,-16.67898223537275,5399.823830751508,2.611014474989768e-06,23.17280776616341,7.764562190090766,470.2631090506351,3
Cd,0.6984205520384962,10,1461.1103712746608,-470.84399205363945,1535.1018148316368,-17.86157764401246,1523.963022971837,1.3038411478596677e-06,28.353359574096416,6.039439464408625,468.5778659192112,0
Cd,0.8159049647107562,10,1205.0122482814345,-411.6351058951647,1273.380531857465,-18.860291466574328,1270.5313493877184,3.781628594357223e-06,31.80584980985549,7.515624063784232,465.3356207619024,0
Pb,1.890766729219179,10000,541.7459208307138,-156.57453518685782,563.9186358028068,-16.120266456936825,560.1333450419047,2.0109706749938123e-06,24.714723180870383,6.723381622600506,448.58193436433,1
Pb,0.8519631227831803,1000,1161.7264654423184,-345.72798370974635,1212.0792957678589,-16.572923091609873,1328.6573061472045,2.245622580179512e-06,21.27004721412934,7.47643360027264,521.7734189258466,1
Cd,0.4593843242283774,10000,2177.2205730921096,-658.8629106824768,2274.7285022543942,-16.836682141471154,2512.5513094839016,1.4843251929658512e-06,26.968076952866287,6.803490410849957,580.0810637130135,0
Cu,1.3048320266608349,100,750.1016173329284,-227.1543670006736,783.7420128926046,-16.84796344977432,819.4602880695904,4.458636455559568e-06,31.221653617399035,6.141815844663683,461.41648261666825,2
Pb,1.9887252532375628,10,494.6179064713087,-86.41938325996745,502.1107280322672,-9.9106497317416,565.2579521110673,2.973777117130955e-06,23.324957646310825,7.535013390790728,437.3388594922824,1
Hg,0.4671504355659329,10000,2151.2427231198085,-650.5363196965712,2247.452503840802,-16.82532929273158,2467.8778544381594,3.288587511145602e-06,23.298868220590613,6.14250537064273,567.715533274285,3
Pb,1.3099356954208394,1000,713.7283168336548,-203.9160078250949,742.2869044362336,-15.944923248198592,733.4665487594083,3.277730732379419e-06,34.20840541020066,7.844240871922436,548.3566661779407,1
Pb,1.763049941564632,10000,516.4049657401905,-167.90878611433476,543.0169878516848,-18.01190562559148,616.1927917029112,2.641972458165367e-06,34.31230590678767,6.1019480715833225,586.1674063119821,1
Hg,0.284431089772419,10,3446.362938718293,-1028.004230114676,3596.4162999442456,-16.609142349323193,4012.2777535136647,1.770119661752558e-06,34.856985980923646,6.958650555543031,433.103947120982,3
Cd,0.6612271192024838,10000,1432.3261098601115,-434.46250645914574,1496.7684371691446,-16.873942496591408,1490.9035099611806,3.9805309939936005e-06,32.1148940236217,7.446068861701591,428.8502628233183,0
Hg,0.0901059944522074,10000,11037.176634811962,-3319.363360098183,11525.512621328451,-16.738338393199825,11448.123911363053,1.5082250614306974e-06,22.822762537519186,6.786492929584076,508.2858788609993,3
Cd,0.7797433784471272,10,1290.446343633535,-350.755932446054,1337.2664244432597,-15.206178032043493,1322.8781368035295,1.415495161115242e-06,23.17972281198892,6.43446694918487,522.886730967019,0
Cd,0.2149421352717113,100,4607.775557834798,-1358.788968086753,4803.946612023706,-16.430284350599138,4735.299029476591,3.8405801503860136e-06,25.10337862283588,7.5181819227920546,496.0346883719179,0
Cd,0.8434608672272755,100,1211.272181991757,-360.6467216495425,1263.82212225599,-16.58048416955263,1392.5176969502304,1.8353480818079357e-06,24.771987970002364,7.568589409577453,519.7933272647751,0
Hg,0.4019126394516736,10,2489.838578066528,-793.0358121388377,2613.082842958305,-17.667141534990847,2723.7112355287927,2.227091005411329e-06,34.347916236170136,7.845389967908734,436.0759537750143,3
Cd,0.7378702279686787,10000,1256.8266508281226,-384.26817971348817,1314.258446490702,-17.00073839395056,1453.6291576568292,2.900909868006961e-06,31.836109743225403,6.752330220862156,495.9227508328167,0
Cu,1.0723207610495242,10,965.3055628932908,-235.53111757988555,993.6245453395176,-13.712044163121249,1109.3783630638104,2.7974052669181853e-06,30.86013188242331,7.0125034689946535,531.6185121879336,2
Hg,0.1864077601753979,100,5405.123461737068,-1626.1502718539143,5644.44189829881,-16.744097476284306,6058.7247343433855,3.834316500259998e-06,22.789448360871976,6.726256885692144,486.5412898497408,3
Cu,1.5262251398216855,1000,605.5181938064547,-159.59110670086324,626.1961388963027,-14.76517220324061,688.6396873873722,3.493727173773444e-06,33.642883390434946,6.514163643702736,535.8894671633195,2
Cd,0.4241227667243672,10000,2378.8174536785014,-684.8063880644984,2475.4256739113403,-16.059882832205627,2387.5504371841043,3.577584649127463e-06,32.41805569259261,7.502065923075217,490.2382561107679,0
Pb,0.6314641201457578,100,1540.7963392770712,-457.8596234660018,1607.3857016690338,-16.549726632223777,1636.8735106501906,3.856217322621829e-06,22.454627619918856,6.679303690033911,466.7199161684555,1
Cd,0.9432620407279564,10000,1065.0343113237298,-336.34672603448195,1116.8828069278022,-17.526551704898807,1200.894812410639,2.1704509096938618e-06,33.06755497941459,6.856298883984704,460.7210094174185,0
Cu,2.1076044814247528,10,411.24740537249033,-172.08046824740487,445.7982906852061,-22.706159870812577,412.0160229473993,2.289333247201895e-06,24.08371304555707,6.807347315248055,482.1804117977176,2
Cu,1.611048621316047,1000,531.0584080259882,-145.63425823561738,550.6653883320936,-15.33543908423915,534.5609446687164,2.7519909915822167e-06,21.21304618748159,7.425322451293492,404.61792453644017,2
Hg,0.2286416826834275,10,4354.514846091546,-1322.6495738839349,4550.9561017578535,-16.895745409611436,5096.426619466398,2.229848692134104e-06,29.852334597713156,7.835591252221359,533.7050276892228,3
Pb,1.1708038107572536,1000,847.9276158726592,-250.8552757240439,884.2565301529178,-16.480596027598466,963.928329907096,4.939751475883455e-06,29.80706989076496,7.333512122614755,569.0211281960524,1
Hg,0.3202674500122778,10000,3102.506379877592,-955.7483207550648,3246.3827084629565,-17.1218069621648,3267.168637884048,4.256207705685719e-06,21.423980143484272,6.943165192188465,470.9254188886237,3
Cu,2.0313588553929955,10000,433.07978287014,-135.22868567044603,453.7013288045384,-17.340916691521784,492.668342354407,1.6586187530241182e-06,24.782777134048736,7.558410229477767,409.2066272283437,2
Cd,0.9274527758929756,10,1058.227060987017,-316.79373719808405,1104.6278941494952,-16.665740069562013,1225.9468793755775,1.022376623527478e-06,34.89221693383308,7.281942648244275,597.3551194771115,0
Pb,1.2454452243587455,1000,816.3904548277836,-239.5452648274491,850.8086204518429,-16.352742211133187,866.4832396931475,1.1711330729890717e-06,30.17640000513105,6.121220714235627,452.7396510902134,1
Cd,0.9929422133409814,1000,1004.8633015692802,-323.7554342178323,1055.7309486920858,-17.85834542763636,1012.1058291960264,1.976253804171701e-06,30.95112749904994,6.191327172837683,425.3242243381546,0
Cd,0.8662824619705861,10000,1163.482947365966,-325.1066652345627,1208.0508733457102,-15.611712162215756,1380.5374684125925,1.4571651433474263e-06,23.193759284064583,6.075833888147267,473.9505015946056,0
Pb,0.8127657715360037,10,1196.8610135560427,-370.99619976145226,1253.042084691427,-17.222094741098115,1279.4874717803666,3.1333524595702886e-06,21.181731065058717,6.913632652412639,547.7114081267114,1
Hg,0.4687678465897623,1000,2191.838010348397,-691.040792313584,2298.1930380734784,-17.498975743274826,2238.5161655836646,4.431980890909435e-06,24.153525346114066,7.6517068686779295,458.7833193781132,3
Cd,0.2047297580969285,10000,4825.67910522616,-1449.8841999671172,5038.783883034738,-16.72299258511035,5300.387790634924,3.94700088365291e-06,23.73347577789788,6.6261663387027046,514.9406407838976,0
Cu,2.634899416982383,100,403.89914327192434,-120.4822368010481,421.4860464124267,-16.609727760402784,465.9758401320859,1.8624362523287616e-06,23.5181615112208,6.768320366184963,483.11199888742846,2
Cd,0.4425609641289221,10,2318.6702539378493,-692.3892875179196,2419.8418692067016,-16.626404311591912,2421.455660991637,2.597197024103144e-06,22.891314828305592,7.818954216735781,423.5527984553237,0
Pb,1.816961480667604,100,574.4148046714902,-145.08179332774546,592.4534535142662,-14.174920923621883,605.3746195731434,3.031576838125111e-06,28.621335359831065,7.67380689063331,466.0574024984221,1
Pb,1.8020850351611757,10,544.7865594031961,-168.164944555676,570.1507203220791,-17.154432912788533,571.2321319179146,4.240823398013343e-06,24.921552137627327,7.33009622476512,544.9741011428133,1
Pb,1.7088881001764318,10000,558.7609704119193,-170.0206836109512,584.0555238256076,-16.924040344102476,669.582609878235,4.35648641242466e-06,32.30517522571296,6.533607564184503,522.4007794662891,1
Hg,0.4055136963381776,1000,2517.8123350088717,-777.4073881273232,2635.0979491164594,-17.158754666944258,2617.2174461615846,4.6388732476311046e-06,22.75921126771076,6.234082965376887,423.9556759767122,3
Cd,0.3742112251882367,1000,2601.13880870531,-763.9305725538351,2710.9985285564635,-16.367029083361942,2900.540403014327,3.036981002011501e-06,26.969406063028167,6.032117645360227,432.6644819428617,0
Hg,0.0864136773730634,1000,11523.73594122726,-3453.434601086616,12030.074837136932,-16.682428425603376,13656.237022469084,3.777098985743453e-06,20.2048675463912,6.214021345208842,528.146671861489,3
Hg,0.2313410804443226,10,4302.74392225453,-1299.2237312222423,4494.617621585772,-16.801815288723393,4429.155586042311,1.4472014849357486e-06,27.22523483682788,6.585192887247885,562.6830828641738,3
Pb,0.7602867724797631,10000,1377.1758590804395,-451.2462515934411,1449.2192816862043,-18.141930772402283,1644.5832518784996,3.261155839815929e-06,20.837573313147114,7.103580127158992,469.8948991916338,1
Pb,1.5424266333536925,100,667.3174357588633,-171.30698682655722,688.9547472827072,-14.397502190830924,793.7710514582208,1.994767237884541e-06,34.66585267808966,6.1280001655047736,519.06215036869,1
Hg,0.2057448769420035,10000,4811.986047682404,-1468.1494135938424,5030.9713201056975,-16.967083525534868,5663.295659661416,2.7268675401064446e-06,31.858881929756198,6.272455556636898,434.12871775042106,3
Cd,0.9780491807739234,100,1006.9280865495308,-313.90398615225337,1054.7226573865632,-17.314564442987876,1050.1366840454396,3.536202033226878e-06,27.35167214954683,6.3621614046158825,462.2752673810648,0
Cu,2.281944154690664,10,407.50666167725296,-115.08510828165582,423.44570072152055,-15.770360340512925,459.1829935161769,2.027943751415125e-06,21.29881037269025,7.263964185966612,404.05404113461054,2
Hg,0.4201162536354624,10,2344.8040794925478,-727.3723824200979,2455.0309069159152,-17.23420564302898,2701.632365462669,1.2087402311870445e-06,28.88668161185621,7.231579597960248,553.6551895599046,3
Cd,0.2192722054676635,100,4609.4860106186825,-1412.7159987506675,4821.112711316282,-17.03926286444549,5518.502398838835,1.04093542563503e-06,31.38145626052816,7.101531452744306,480.2019639545933,0
Pb,1.7930217234089338,100,489.1305705138171,-189.2181228081584,524.4542048741868,-21.14875454747768,506.7807319196059,1.0886381421780865e-06,22.860758795071177,6.501002849391879,563.2251147307908,1
Pb,1.884135785770092,100,611.1863528014669,-168.93596678232737,634.104186016335,-15.451152418853953,704.8232679371991,1.0333989500550789e-06,28.52312511181236,6.7422393824374645,541.6745992045453,1
Cd,0.5383557269370424,10000,1898.91935516841,-580.5795314450495,1985.6906379811944,-17.000596653773606,2027.5905749940691,1.441420226231502e-06,32.213163475743016,6.193379432675486,565.7488531456954,0
Cu,2.2125058755019547,100,506.5192843947944,-93.4103834689717,515.0604675216638,-10.448874797275066,524.3109227268526,1.95795485828052e-06,31.523716664694746,6.45292120751611,457.1317339165765,2
Pb,1.647214701354493,10,583.9384269134833,-195.06862938666245,615.658880060204,-18.47224954202696,633.15006455149,1.8848860567291969e-06,32.04488026800729,7.795410452945161,437.021746085569,1
Pb,0.7622579408906188,10,1304.3948399530432,-409.74747245449134,1367.237685875784,-17.4389852183898,1511.4899334682575,4.947186376719587e-06,33.1898513730458,7.959383492871657,594.3811365303341,1
Pb,1.2538491146951636,1000,725.8865382123731,-229.07382086942,761.1741468058792,-17.514549807112644,793.3721811722602,2.2240244208357728e-06,34.065231532392055,7.295319171280589,543.4655574081739,1
Cd,0.4587967249950818,100,2153.3813919575746,-641.1517244845026,2246.8037192951665,-16.58047022340592,2384.8798403024925,1.5096831334375963e-06,26.08281732805304,7.83364658404684,566.8084535853341,0
Hg,0.1158682964730121,10000,8655.171240440975,-2605.955438907999,9038.970790467838,-16.75634029879061,10377.826261804634,3.182250176671032e-06,28.53153653784316,7.28548380080285,402.62667474198673,3
Pb,1.051301633437297,10000,1016.0049473167044,-292.55483991496106,1057.2863317614997,-16.06355804070668,1097.1043518907943,4.431829821590034e-06,31.859892890684165,6.06639297221094,470.8923240591773,1
